Customer ID,Marital,Job,Home,Income,Expenses,Assets,Debt,Loan_Term,Loan_Amount,Job_type_1,Job_type_2,Credit Score
365603,married,freelance,tenant,91000,45000,2000,0,24,400,1,0,68
365604,married,fixed,owner,75000,105000,10000,0,36,400,0,1,80
365605,married,freelance,owner,150000,75000,7000,1500,36,500,1,0,87
365606,single,fixed,tenant,120000,35000,0,0,36,1000,0,1,74
365607,married,freelance,tenant,36000,64000,0,0,60,1150,1,0,28
365608,married,freelance,owner,129000,90000,16000,0,36,1000,1,0,61
365609,married,fixed,tenant,125000,45000,0,0,60,900,0,1,69
365610,married,fixed,tenant,156000,75000,0,0,48,1100,0,1,75
365611,married,fixed,owner,72000,60000,2500,1300,60,750,0,1,72
365612,married,fixed,tenant,166000,75000,0,0,24,1150,0,1,54
365613,single,parttime,tenant,75000,35000,0,0,36,350,0,0,55
365614,married,fixed,owner,125000,90000,4700,400,24,250,0,1,73
365615,married,freelance,tenant,250000,70000,4100,0,60,1200,1,0,74
365616,married,fixed,owner,128000,45000,30000,0,36,1500,0,1,86
365617,married,fixed,owner,155000,60000,16500,0,36,1000,0,1,81
365618,married,fixed,owner,459000,60000,22000,9700,60,600,0,1,89
365619,married,fixed,owner,360000,75000,8000,4000,48,1700,0,1,74
365620,married,fixed,tenant,100000,85000,0,0,36,600,0,1,51
365621,married,fixed,tenant,80000,53000,0,0,60,400,0,1,73
365622,married,fixed,owner,250000,90000,10000,2000,60,800,0,1,74
365623,married,fixed,tenant,105000,45000,0,0,36,625,0,1,55
365624,married,freelance,owner,300000,105000,30000,1300,36,1100,1,0,60
365625,married,freelance,tenant,137000,60000,0,0,24,300,1,0,68
365626,married,fixed,owner,110000,90000,15000,0,12,125,0,1,88
365627,single,fixed,owner,127000,35000,10000,0,36,850,0,1,81
365628,single,fixed,owner,56000,35000,7000,1500,60,1250,0,1,63
365629,married,fixed,owner,75000,90000,5000,0,60,1000,0,1,75
365630,single,freelance,owner,52000,35000,4000,0,36,400,1,0,62
365631,single,fixed,tenant,100000,35000,0,0,60,1000,0,1,59
365632,married,fixed,tenant,170000,62000,8000,0,60,915,0,1,69
365633,single,fixed,tenant,150000,35000,5050,3800,60,1000,0,1,77
365634,married,fixed,owner,188000,75000,7000,1000,12,600,0,1,85
365635,married,fixed,tenant,175000,75000,1000,0,36,475,0,1,46
365636,married,fixed,tenant,64000,45000,0,0,60,1150,0,1,74
365637,single,parttime,tenant,110000,35000,0,0,36,650,0,0,36
365638,married,fixed,owner,186000,45000,3000,0,60,1900,0,1,63
365639,single,fixed,owner,140000,75000,6000,0,60,1800,0,1,68
365640,married,freelance,owner,200000,45000,2000,0,12,350,1,0,77
365641,married,fixed,owner,135000,90000,4750,3500,60,1100,0,1,60
365642,married,fixed,owner,130000,45000,9000,0,60,1800,0,1,73
365643,married,freelance,owner,200000,60000,5500,0,48,3075,1,0,56
365644,married,parttime,tenant,33000,60000,0,0,60,1250,0,0,25
365645,married,freelance,tenant,69000,75000,3500,0,36,200,1,0,48
365646,married,fixed,owner,90000,45000,3000,0,60,900,0,1,80
365647,married,fixed,owner,175000,60000,8000,1500,60,1000,0,1,83
365648,married,parttime,owner,197000,90000,5000,300,18,860,0,0,54
365649,married,fixed,owner,125000,90000,12000,0,48,800,0,1,77
365650,married,freelance,owner,170000,45000,14000,1200,36,1100,1,0,65
365651,married,freelance,tenant,247000,100000,0,0,48,1500,1,0,41
365652,married,freelance,tenant,250000,45000,100000,0,60,1300,1,0,62
365653,married,fixed,owner,130000,75000,5000,0,24,450,0,1,96
365654,married,fixed,tenant,207000,75000,0,0,24,600,0,1,58
365655,married,freelance,tenant,65000,97000,0,0,60,1000,1,0,34
365656,married,freelance,owner,180000,90000,8000,560,36,700,1,0,53
365657,married,freelance,owner,250000,60000,40000,9300,48,700,1,0,88
365658,married,freelance,owner,129000,45000,3000,0,60,970,1,0,60
365659,married,freelance,tenant,159000,90000,0,0,60,1600,1,0,45
365660,single,parttime,tenant,116000,35000,2000,0,48,1100,0,0,58
365661,married,fixed,owner,88000,75000,2500,0,60,1000,0,1,64
365662,married,parttime,tenant,120000,72000,0,0,24,900,0,0,43
365663,married,fixed,tenant,100000,70000,0,0,60,900,0,1,71
365664,married,fixed,owner,100000,60000,5000,0,60,800,0,1,71
365665,single,freelance,tenant,113000,35000,13000,0,60,1500,1,0,62
365666,married,freelance,owner,80000,105000,9000,0,36,850,1,0,51
365667,married,fixed,owner,150000,60000,3200,400,60,800,0,1,75
365668,married,freelance,tenant,52000,75000,0,0,36,2400,1,0,20
365669,single,fixed,tenant,71000,35000,3500,0,60,600,0,1,78
365670,single,fixed,tenant,99000,55000,0,0,60,750,0,1,57
365671,single,fixed,tenant,63000,35000,0,0,36,300,0,1,73
365672,married,freelance,owner,166000,75000,7000,700,60,1000,1,0,54
365673,married,fixed,tenant,108000,45000,0,0,60,1000,0,1,49
365674,married,fixed,tenant,134000,58000,500,0,60,900,0,1,64
365675,married,fixed,tenant,138000,74000,0,0,36,900,0,1,54
365676,married,fixed,owner,110000,60000,3000,0,48,1270,0,1,67
365677,married,fixed,owner,160000,45000,3500,0,60,1300,0,1,70
365678,married,fixed,owner,176000,60000,4000,450,60,1800,0,1,83
365679,single,parttime,tenant,70000,35000,0,0,60,925,0,0,42
365680,married,fixed,tenant,60000,51000,0,0,60,1750,0,1,68
365681,married,fixed,tenant,130000,45000,0,0,6,500,0,1,42
365682,single,fixed,tenant,176000,35000,0,0,60,1100,0,1,72
365683,married,fixed,owner,130000,90000,3000,0,60,800,0,1,81
365684,single,fixed,owner,108000,35000,12000,0,36,350,0,1,72
365685,married,freelance,owner,144000,60000,6500,3650,60,1200,1,0,75
365686,married,freelance,owner,150000,60000,10000,2000,60,1000,1,0,75
365687,married,fixed,tenant,183000,108000,0,0,36,950,0,1,69
365688,married,fixed,tenant,108000,56000,0,0,60,1000,0,1,50
365689,married,freelance,tenant,200000,90000,6000,0,36,1550,1,0,45
365690,married,fixed,tenant,180000,78000,0,0,12,300,0,1,79
365691,married,fixed,tenant,130000,58000,0,0,60,1000,0,1,54
365692,married,fixed,tenant,140000,74000,0,0,48,2000,0,1,52
365693,married,fixed,owner,141000,75000,3500,0,60,1250,0,1,74
365694,married,fixed,owner,127000,60000,3500,0,48,700,0,1,95
365695,married,fixed,owner,117000,60000,3000,0,48,1650,0,1,89
365696,married,fixed,tenant,130000,88000,0,0,36,400,0,1,47
365697,married,freelance,owner,240000,75000,3000,0,60,1300,1,0,65
365698,single,fixed,tenant,425000,35000,0,0,60,900,0,1,45
365699,married,freelance,owner,800000,75000,25000,2050,60,2600,1,0,64
365700,single,fixed,tenant,80000,35000,0,0,60,1000,0,1,74
365701,single,fixed,tenant,95000,45000,0,0,60,1250,0,1,73
365702,single,parttime,owner,71000,35000,1500,0,60,1150,0,0,54
365703,married,fixed,tenant,135000,45000,0,0,60,1400,0,1,48
365704,single,fixed,tenant,47000,35000,0,0,36,400,0,1,72
365705,married,fixed,tenant,250000,90000,3000,0,12,240,0,1,92
365706,single,freelance,tenant,150000,35000,0,0,12,920,1,0,64
365707,married,fixed,owner,118000,60000,6500,0,48,750,0,1,77
365708,married,fixed,owner,130000,60000,6000,0,48,1480,0,1,83
365709,married,fixed,owner,125000,45000,4000,200,36,375,0,1,92
365710,married,freelance,tenant,171000,77000,0,0,60,2500,1,0,39
365711,married,fixed,owner,265000,45000,2500,1100,36,1400,0,1,90
365712,single,freelance,tenant,100000,45000,0,0,60,1450,1,0,46
365713,married,freelance,tenant,69000,82000,0,0,60,2000,1,0,35
365714,married,fixed,owner,293000,75000,4000,0,48,1298,0,1,81
365715,single,fixed,tenant,87000,35000,1200,0,24,425,0,1,70
365716,married,fixed,owner,110000,45000,6000,2000,60,1400,0,1,71
365717,married,freelance,owner,75000,75000,2500,0,60,1100,1,0,66
365718,married,freelance,tenant,40000,75000,3500,0,48,600,1,0,47
365719,married,fixed,owner,140000,45000,3500,1500,60,600,0,1,78
365720,married,freelance,tenant,122000,60000,0,0,24,275,1,0,52
365721,single,parttime,tenant,161000,45000,2500,0,36,580,0,0,41
365722,single,fixed,tenant,70000,35000,0,0,6,850,0,1,75
365723,married,fixed,owner,65000,75000,2500,0,36,700,0,1,89
365724,married,parttime,tenant,66000,60000,0,0,24,1300,0,0,34
365725,married,fixed,tenant,73000,42000,0,0,48,579,0,1,45
365726,married,freelance,tenant,178000,78000,0,0,36,700,1,0,55
365727,single,parttime,tenant,140000,35000,0,0,60,763,0,0,55
365728,single,freelance,owner,50000,35000,15000,0,60,960,1,0,60
365729,married,fixed,owner,78000,45000,5000,6300,60,1075,0,1,72
365730,married,freelance,owner,60000,75000,10000,0,36,1000,1,0,76
365731,married,freelance,owner,350000,60000,7500,0,60,1500,1,0,68
365732,married,fixed,tenant,140000,59000,0,0,48,1800,0,1,65
365733,married,parttime,owner,125000,75000,4500,0,36,600,0,0,70
365734,married,fixed,tenant,121000,102000,0,0,48,1000,0,1,35
365735,single,parttime,owner,155000,35000,6500,0,60,1100,0,0,55
365736,single,fixed,tenant,133000,35000,3000,0,48,1000,0,1,73
365737,married,fixed,owner,117000,75000,2000,0,60,1000,0,1,63
365738,single,fixed,tenant,125000,35000,0,0,36,600,0,1,60
365739,married,fixed,tenant,136000,75000,2500,500,48,940,0,1,64
365740,married,freelance,owner,25000,75000,3600,1800,12,100,1,0,77
365741,married,fixed,tenant,176000,93000,0,0,36,350,0,1,53
365742,married,freelance,tenant,430000,45000,70000,0,12,1000,1,0,74
365743,married,fixed,tenant,125000,88000,0,0,60,1200,0,1,73
365744,single,fixed,owner,79000,35000,4000,0,60,850,0,1,61
365745,married,parttime,tenant,92000,69000,0,0,36,475,0,0,26
365746,married,fixed,tenant,176000,45000,0,0,60,1150,0,1,72
365747,married,fixed,tenant,85000,75000,7000,0,60,1050,0,1,67
365748,married,fixed,owner,188000,90000,9000,0,24,700,0,1,93
365749,married,freelance,tenant,300000,75000,0,0,48,1700,1,0,51
365750,single,fixed,tenant,100000,35000,0,0,60,1500,0,1,68
365751,married,fixed,tenant,120000,57000,0,0,60,1000,0,1,64
365752,single,parttime,tenant,60000,35000,0,0,12,100,0,0,50
365753,married,fixed,tenant,125000,103000,1500,0,48,1100,0,1,50
365754,married,fixed,owner,464000,90000,5000,0,12,1100,0,1,82
365755,married,fixed,tenant,176000,35000,0,0,60,1000,0,1,39
365756,single,fixed,tenant,90000,35000,0,0,60,1600,0,1,61
365757,married,freelance,owner,200000,60000,9000,0,60,750,1,0,77
365758,single,fixed,tenant,415000,35000,0,0,24,700,0,1,64
365759,married,fixed,owner,318000,45000,8000,3300,60,1350,0,1,83
365760,single,fixed,owner,163000,35000,6000,0,18,1200,0,1,67
365761,married,fixed,tenant,72000,97000,0,0,60,1200,0,1,53
365762,married,fixed,owner,156000,45000,5000,198,60,1550,0,1,88
365763,single,freelance,owner,49000,35000,2000,0,36,400,1,0,64
365764,married,fixed,owner,110000,75000,3000,0,60,950,0,1,87
365765,married,fixed,owner,140000,45000,5500,1200,60,900,0,1,74
365766,married,freelance,owner,92000,60000,2500,850,36,600,1,0,83
365767,single,freelance,tenant,74000,35000,0,0,60,1700,1,0,28
365768,married,parttime,owner,145000,60000,3000,0,24,500,0,0,54
365769,married,fixed,tenant,104000,75000,0,0,60,1200,0,1,47
365770,married,freelance,owner,400000,75000,12000,0,36,1500,1,0,60
365771,married,parttime,owner,95000,45000,5000,0,48,1000,0,0,63
365772,married,freelance,owner,150000,60000,5000,0,6,300,1,0,91
365773,single,fixed,tenant,160000,35000,0,0,12,250,0,1,68
365774,married,fixed,owner,177000,60000,10000,0,60,1450,0,1,83
365775,married,fixed,owner,85000,60000,3000,0,48,500,0,1,90
365776,married,freelance,tenant,380000,113000,0,0,36,1000,1,0,58
365777,married,fixed,owner,107000,60000,4000,0,60,1000,0,1,88
365778,married,freelance,owner,134000,45000,2500,0,36,625,1,0,81
365779,single,fixed,tenant,81000,35000,0,0,60,850,0,1,70
365780,married,fixed,tenant,191000,124000,2000,0,60,2000,0,1,42
365781,married,parttime,owner,100000,75000,7000,0,60,1000,0,0,48
365782,single,fixed,tenant,110000,35000,0,0,36,500,0,1,62
365783,married,fixed,tenant,225000,45000,0,0,48,1000,0,1,46
365784,married,fixed,tenant,100000,60000,0,0,60,300,0,1,36
365785,married,fixed,owner,217000,60000,5000,0,48,1250,0,1,81
365786,married,fixed,tenant,176000,75000,0,0,36,950,0,1,50
365787,married,fixed,owner,254000,45000,6000,800,24,500,0,1,96
365788,married,fixed,tenant,126000,90000,4000,0,60,1400,0,1,66
365789,married,freelance,owner,200000,45000,3500,0,60,950,1,0,73
365790,married,fixed,tenant,101000,60000,0,0,60,850,0,1,55
365791,married,fixed,tenant,119000,60000,0,0,60,1600,0,1,43
365792,single,fixed,owner,152000,35000,4000,0,48,1210,0,1,76
365793,married,parttime,tenant,113000,90000,3500,0,48,600,0,0,62
365794,married,fixed,tenant,119000,75000,0,0,36,300,0,1,65
365795,single,fixed,tenant,267000,35000,0,0,60,2350,0,1,28
365796,single,freelance,tenant,75000,35000,7000,0,60,850,1,0,62
365797,married,fixed,tenant,80000,83000,0,0,60,1220,0,1,51
365798,married,parttime,tenant,137000,60000,0,0,36,700,0,0,59
365799,married,fixed,tenant,107000,45000,3000,0,36,700,0,1,77
365800,married,freelance,owner,62000,90000,3000,0,60,650,1,0,79
365801,married,freelance,owner,62000,90000,3000,0,60,650,1,0,81
365802,married,fixed,tenant,125000,88000,0,0,60,750,0,1,54
365803,married,fixed,tenant,190000,79000,4000,0,60,1250,0,1,60
365804,married,fixed,owner,124000,60000,1000,0,24,500,0,1,70
365805,married,parttime,owner,144000,60000,3000,0,36,475,0,0,48
365806,married,fixed,owner,184000,45000,3500,0,60,1550,0,1,74
365807,single,freelance,tenant,100000,35000,0,0,24,800,1,0,48
365808,married,fixed,owner,80000,75000,4500,3500,12,300,0,1,77
365809,married,fixed,tenant,129000,58000,0,0,60,1125,0,1,49
365810,married,fixed,owner,225000,60000,9000,0,24,600,0,1,82
365811,married,fixed,owner,191000,75000,8000,2000,48,1400,0,1,65
365812,married,fixed,tenant,150000,75000,0,0,24,512,0,1,72
365813,married,fixed,tenant,127000,45000,2000,0,60,1000,0,1,69
365814,married,fixed,owner,283000,45000,8000,0,60,900,0,1,59
365815,single,fixed,tenant,195000,45000,17000,0,60,1200,0,1,79
365816,married,fixed,owner,114000,45000,3600,0,36,650,0,1,96
365817,single,fixed,tenant,64000,35000,0,0,60,1550,0,1,65
365818,married,fixed,tenant,100000,85000,0,0,60,1100,0,1,28
365819,single,parttime,tenant,113000,46000,0,0,36,1100,0,0,45
365820,married,freelance,owner,178000,75000,50000,0,60,1850,1,0,71
365821,married,freelance,owner,100000,75000,17000,0,48,500,1,0,93
365822,single,freelance,tenant,100000,35000,0,0,36,950,1,0,47
365823,married,fixed,owner,310000,60000,3000,0,60,1600,0,1,58
365824,single,fixed,tenant,86000,35000,0,0,60,1400,0,1,52
365825,single,fixed,tenant,139000,35000,0,0,36,1100,0,1,72
365826,single,parttime,owner,94000,35000,7500,0,60,1350,0,0,58
365827,married,fixed,tenant,135000,59000,0,0,36,650,0,1,79
365828,married,fixed,tenant,110000,45000,2500,0,60,800,0,1,40
365829,married,fixed,owner,145000,45000,3500,0,48,700,0,1,95
365830,single,fixed,tenant,53000,35000,0,0,54,850,0,1,49
365831,married,freelance,owner,229000,75000,8000,0,42,1700,1,0,64
365832,married,freelance,owner,285000,75000,20000,0,60,1440,1,0,56
365833,married,freelance,tenant,240000,69000,0,0,12,500,1,0,56
365834,single,fixed,tenant,86000,35000,8000,0,60,1200,0,1,63
365835,married,fixed,tenant,165000,60000,3500,1300,60,1400,0,1,53
365836,married,fixed,owner,129000,105000,3500,1200,60,750,0,1,70
365837,married,fixed,tenant,131000,60000,6000,0,60,1250,0,1,73
365838,married,fixed,tenant,123000,57000,0,0,60,1000,0,1,65
365839,single,fixed,tenant,208000,56000,0,0,48,1200,0,1,36
365840,married,fixed,owner,133000,60000,2000,0,60,1000,0,1,82
365841,married,freelance,owner,500000,75000,14000,0,24,500,1,0,99
365842,married,fixed,tenant,102000,35000,6000,0,36,1000,0,1,48
365843,married,fixed,owner,150000,75000,3000,0,48,1000,0,1,71
365844,married,fixed,tenant,100000,75000,5000,0,60,1350,0,1,70
365845,single,fixed,tenant,110000,46000,0,0,18,500,0,1,80
365846,married,freelance,owner,65000,60000,11000,0,60,1400,1,0,83
365847,single,fixed,tenant,120000,47000,5500,1700,60,1650,0,1,48
365848,single,fixed,tenant,78000,35000,0,0,24,800,0,1,72
365849,married,fixed,owner,187000,60000,6000,1000,60,1100,0,1,86
365850,married,freelance,owner,428000,60000,22000,0,60,1900,1,0,71
365851,married,freelance,tenant,60000,51000,0,0,60,750,1,0,39
365852,married,fixed,owner,116000,75000,3000,575,60,950,0,1,90
365853,married,fixed,owner,114000,75000,5000,0,36,1000,0,1,80
365854,married,fixed,owner,208000,45000,6500,5000,48,1000,0,1,76
365855,married,fixed,owner,123000,75000,4000,0,60,700,0,1,88
365856,married,parttime,tenant,64000,66000,0,0,48,1100,0,0,43
365857,married,fixed,owner,350000,75000,7000,0,48,1000,0,1,91
365858,single,fixed,tenant,85000,35000,0,0,36,105,0,1,74
365859,married,fixed,tenant,90000,84000,0,0,24,400,0,1,71
365860,married,fixed,tenant,250000,100000,0,0,60,1250,0,1,55
365861,married,fixed,owner,173000,75000,4000,1600,60,933,0,1,90
365862,single,fixed,tenant,135000,49000,0,0,36,600,0,1,81
365863,married,fixed,tenant,210000,75000,0,0,60,1330,0,1,51
365864,married,fixed,tenant,80000,53000,0,0,60,1350,0,1,58
365865,single,fixed,tenant,173000,35000,4800,0,6,475,0,1,75
365866,married,fixed,owner,130000,60000,5000,1500,60,900,0,1,71
365867,married,fixed,owner,112000,75000,5000,3600,36,400,0,1,94
365868,married,fixed,tenant,70000,52000,0,0,60,1000,0,1,59
365869,single,fixed,tenant,116000,35000,0,0,36,925,0,1,73
365870,married,fixed,owner,165000,45000,4000,600,48,950,0,1,79
365871,married,freelance,owner,116000,60000,4000,0,36,1000,1,0,68
365872,married,freelance,owner,25000,45000,2500,0,24,400,1,0,88
365873,single,fixed,tenant,130000,35000,4000,0,36,500,0,1,65
365874,married,freelance,tenant,52000,50000,1800,0,60,800,1,0,48
365875,single,fixed,tenant,78000,35000,0,0,24,550,0,1,40
365876,married,freelance,owner,148000,45000,4500,0,60,1300,1,0,75
365877,married,freelance,owner,246000,60000,25000,0,60,850,1,0,88
365878,married,freelance,tenant,74000,82000,8000,0,36,475,1,0,59
365879,single,fixed,tenant,138000,49000,0,0,60,950,0,1,71
365880,married,freelance,owner,155000,90000,5000,0,36,300,1,0,61
365881,married,fixed,tenant,247000,70000,0,0,48,900,0,1,71
365882,single,freelance,tenant,85000,35000,0,0,48,650,1,0,61
365883,married,freelance,owner,42000,45000,4000,0,12,400,1,0,75
365884,married,fixed,tenant,157000,60000,8000,0,60,1600,0,1,76
365885,married,fixed,owner,236000,75000,3750,2000,60,1500,0,1,74
365886,married,fixed,tenant,137000,74000,0,0,60,1000,0,1,72
365887,married,freelance,owner,152000,60000,10000,0,36,500,1,0,88
365888,married,freelance,tenant,100000,35000,3000,0,60,1400,1,0,39
365889,single,fixed,tenant,167000,35000,10000,0,60,2000,0,1,47
365890,married,fixed,tenant,330000,153000,0,0,48,1000,0,1,61
365891,single,fixed,tenant,250000,60000,9200,0,60,1500,0,1,61
365892,single,fixed,tenant,80000,35000,8000,0,36,490,0,1,81
365893,single,fixed,owner,200000,35000,5000,0,36,900,0,1,77
365894,married,freelance,owner,84000,60000,13000,0,48,1390,1,0,79
365895,married,fixed,owner,200000,75000,10000,1620,60,1000,0,1,86
365896,married,fixed,owner,187000,60000,5000,0,60,1500,0,1,65
365897,single,fixed,owner,70000,35000,4000,0,60,1200,0,1,72
365898,married,fixed,owner,120000,75000,5000,0,60,1100,0,1,64
365899,married,fixed,owner,80000,45000,2000,200,60,1000,0,1,70
365900,married,freelance,tenant,41000,79000,7000,0,24,1200,1,0,34
365901,married,fixed,tenant,57000,81000,0,0,60,1400,0,1,25
365902,single,freelance,tenant,239000,35000,5000,3000,36,1200,1,0,69
365903,single,fixed,tenant,70000,35000,0,0,48,1250,0,1,47
365904,married,freelance,tenant,250000,70000,0,0,48,860,1,0,75
365905,married,freelance,owner,222000,45000,12000,0,60,600,1,0,71
365906,married,freelance,owner,150000,75000,1,0,60,1000,1,0,60
365907,single,fixed,owner,175000,35000,3000,0,48,750,0,1,83
365908,single,fixed,tenant,138000,49000,0,0,36,900,0,1,61
365909,married,fixed,tenant,72000,45000,0,0,36,350,0,1,72
365910,married,freelance,owner,136000,90000,2650,0,60,600,1,0,58
365911,married,freelance,owner,40000,90000,5000,1600,60,2000,1,0,72
365912,single,freelance,tenant,130000,45000,8500,0,60,1100,1,0,73
365913,married,fixed,tenant,190000,75000,0,0,60,700,0,1,67
365914,married,fixed,owner,243000,60000,2500,1980,60,1250,0,1,95
365915,married,fixed,tenant,98000,70000,0,0,60,1100,0,1,50
365916,single,parttime,tenant,126000,35000,0,0,24,1150,0,0,24
365917,married,parttime,owner,55000,75000,4000,0,48,1500,0,0,45
365918,married,parttime,owner,88000,105000,2000,0,60,850,0,0,52
365919,single,parttime,owner,181000,35000,4500,0,60,1600,0,0,54
365920,married,fixed,tenant,77000,90000,3400,0,60,1500,0,1,49
365921,single,fixed,tenant,110000,35000,0,0,36,300,0,1,58
365922,married,fixed,owner,125000,60000,4000,0,60,1080,0,1,85
365923,married,freelance,owner,225000,60000,14500,1200,60,700,1,0,75
365924,single,fixed,tenant,74000,42000,0,0,36,950,0,1,68
365925,married,fixed,owner,115000,45000,20000,0,18,600,0,1,83
365926,married,freelance,tenant,137000,74000,3500,0,48,600,1,0,49
365927,single,fixed,owner,202000,45000,6500,0,36,350,0,1,80
365928,married,fixed,owner,135000,75000,18000,0,48,1000,0,1,97
365929,married,freelance,owner,145000,45000,5000,0,48,680,1,0,91
365930,married,freelance,tenant,54000,65000,0,0,36,450,1,0,63
365931,married,freelance,owner,80000,45000,6000,0,12,1000,1,0,68
365932,married,fixed,owner,140000,45000,9000,0,36,1000,0,1,83
365933,single,fixed,tenant,90000,35000,0,0,60,1250,0,1,70
365934,single,freelance,tenant,32000,45000,0,0,36,650,1,0,65
365935,married,fixed,owner,130000,45000,3000,0,24,800,0,1,73
365936,married,freelance,owner,285000,60000,22000,700,24,500,1,0,81
365937,single,parttime,tenant,75000,35000,0,0,36,1450,0,0,49
365938,married,freelance,owner,150000,45000,7000,0,36,1500,1,0,54
365939,single,fixed,owner,172000,35000,3000,2000,60,950,0,1,51
365940,married,freelance,tenant,300000,75000,0,0,36,400,1,0,71
365941,single,fixed,tenant,73000,35000,0,0,60,650,0,1,44
365942,married,fixed,owner,165000,60000,3500,0,60,500,0,1,86
365943,married,freelance,owner,300000,90000,3000,0,36,1200,1,0,85
365944,married,fixed,tenant,217000,67000,0,0,60,1800,0,1,44
365945,married,fixed,tenant,134000,105000,0,0,60,1000,0,1,33
365946,married,fixed,tenant,90000,60000,2000,0,60,1650,0,1,53
365947,married,fixed,tenant,100000,45000,0,0,36,1000,0,1,67
365948,married,fixed,owner,217000,75000,3500,0,48,1400,0,1,71
365949,married,fixed,owner,62000,60000,4000,0,48,984,0,1,80
365950,married,fixed,tenant,60000,66000,0,0,6,200,0,1,69
365951,married,fixed,owner,117000,60000,1100,80,60,1400,0,1,70
365952,single,fixed,tenant,73000,42000,0,0,48,940,0,1,49
365953,single,fixed,tenant,86000,35000,0,0,48,900,0,1,51
365954,married,fixed,owner,67000,75000,3000,2040,48,1000,0,1,63
365955,married,fixed,owner,165000,75000,5000,0,36,900,0,1,86
365956,married,fixed,tenant,166000,75000,6000,0,60,1500,0,1,64
365957,single,fixed,tenant,82000,35000,0,0,48,480,0,1,50
365958,married,freelance,tenant,90000,44000,0,0,36,1050,1,0,55
365959,single,fixed,tenant,327000,68000,0,0,60,700,0,1,46
365960,married,fixed,owner,145000,75000,3000,1800,60,1500,0,1,62
365961,married,freelance,tenant,202000,95000,0,0,36,600,1,0,57
365962,married,parttime,owner,150000,45000,4000,2800,60,1400,0,0,66
365963,married,fixed,tenant,223000,82000,0,0,36,450,0,1,54
365964,married,fixed,tenant,325000,60000,0,0,36,400,0,1,62
365965,married,fixed,owner,143000,60000,5500,0,60,1300,0,1,74
365966,married,fixed,tenant,100000,85000,0,0,60,850,0,1,46
365967,married,fixed,owner,124000,45000,2500,1000,12,800,0,1,75
365968,married,fixed,tenant,110000,86000,0,0,48,1150,0,1,69
365969,married,freelance,tenant,120000,75000,0,0,48,900,1,0,47
365970,married,fixed,owner,107000,60000,4000,0,60,800,0,1,91
365971,single,fixed,tenant,83000,35000,0,0,60,1400,0,1,50
365972,married,parttime,tenant,162000,60000,20000,0,36,1000,0,0,43
365973,married,freelance,owner,245000,90000,3850,2432,48,1520,1,0,49
365974,married,fixed,tenant,243000,60000,8500,0,60,1850,0,1,78
365975,single,fixed,tenant,76000,43000,0,0,60,650,0,1,57
365976,married,fixed,owner,400000,60000,6000,0,18,200,0,1,93
365977,single,parttime,tenant,106000,35000,5000,0,48,500,0,0,68
365978,married,fixed,owner,120000,75000,7000,0,36,650,0,1,88
365979,single,fixed,tenant,122000,35000,0,0,60,2000,0,1,56
365980,single,fixed,tenant,80000,43000,0,0,36,700,0,1,57
365981,married,fixed,tenant,120000,60000,4000,1500,60,1500,0,1,52
365982,married,fixed,tenant,200000,80000,0,0,48,978,0,1,58
365983,married,fixed,tenant,191000,79000,4000,700,60,1000,0,1,77
365984,married,fixed,tenant,67000,52000,0,0,60,800,0,1,69
365985,single,freelance,owner,169000,35000,60000,3000,36,800,1,0,82
365986,married,freelance,tenant,210000,96000,0,0,12,300,1,0,52
365987,single,fixed,owner,110000,35000,2500,0,60,1090,0,1,67
365988,married,fixed,tenant,45000,45000,0,0,60,600,0,1,51
365989,married,fixed,owner,150000,135000,3500,0,60,1100,0,1,90
365990,single,fixed,tenant,100000,35000,0,0,60,1300,0,1,68
365991,married,fixed,owner,345000,75000,6000,3300,60,700,0,1,74
365992,married,fixed,owner,122000,60000,3000,0,60,750,0,1,75
365993,married,fixed,owner,110000,60000,10000,0,60,1500,0,1,65
365994,married,freelance,tenant,90000,54000,2000,0,60,1500,1,0,46
365995,married,fixed,owner,76000,75000,15000,0,48,300,0,1,74
365996,married,freelance,tenant,340000,94000,1000,0,36,525,1,0,68
365997,married,fixed,owner,185000,60000,6300,2300,60,2000,0,1,62
365998,married,fixed,owner,101000,75000,3500,0,60,1090,0,1,71
365999,married,fixed,owner,196000,60000,5000,300,24,800,0,1,85
366000,married,fixed,owner,158000,75000,17000,0,36,1000,0,1,99
366001,married,fixed,tenant,221000,45000,3000,0,60,1600,0,1,69
366002,single,fixed,owner,133000,35000,3500,150,60,1600,0,1,52
366003,married,freelance,owner,331000,90000,5000,0,60,1300,1,0,65
366004,married,freelance,owner,150000,90000,5000,0,24,250,1,0,92
366005,married,fixed,owner,390000,75000,8000,0,12,500,0,1,84
366006,married,parttime,owner,146000,60000,2500,0,36,700,0,0,69
366007,single,freelance,tenant,478000,45000,9000,0,48,2100,1,0,56
366008,single,fixed,tenant,90000,60000,4000,0,24,500,0,1,79
366009,married,fixed,tenant,169000,60000,4000,0,48,1000,0,1,81
366010,married,freelance,owner,100000,45000,39000,0,60,1060,1,0,61
366011,married,freelance,tenant,90000,54000,0,0,18,300,1,0,56
366012,married,freelance,owner,160000,60000,3000,800,48,1300,1,0,56
366013,married,fixed,tenant,222000,82000,0,0,48,1900,0,1,56
366014,married,fixed,owner,111000,75000,2500,0,60,1150,0,1,69
